morphotype,Nr. of specimen,Size,Scale,scl,
mant001,1,2.7,cm,1,
mant001,2,2.7,cm,1,
mant001,3,3.5,cm,1,
mant001,4,2.7,cm,1,
mant001,5,2,cm,1,
mant001,6,1.6,cm,1,
mant001,7,3,cm,1,
mant001,8,3.5,cm,1,
mant001,9,2.2,cm,1,
mant001,10,3,cm,1,
mant001,11,3.5,cm,1,
mant001,12,4,cm,1,
mant001,13,3.8,cm,1,
mant001,14,4.3,cm,1,
mant001,15,2.4,cm,1,
mant001,16,2.4,cm,1,
mant001,17,4,cm,1,
mant001,18,3.8,cm,1,
mant001,19,5.3,cm,1,
mant001,20,3.5,cm,1,
mant002,1,1.5,cm,1,
mant002,2,1.6,cm,1,
mant002,3,8.7,1 cm,1,
mant002,4,8.1,1 cm,1,
mant002,5,1.5,cm,1,
mant002,6,1.1,cm,1,
mant002,7,9.1,1 cm,1,
mant002,8,1.2,cm,1,
mant002,9,1.6,cm,1,
mant002,10,1.3,cm,1,
mant002,11,1.3,cm,1,
mant002,12,1.3,cm,1,
mant002,13,8.7,1 cm,1,
mant002,14,1.3,cm,1,
mant002,15,10.1,1 cm,1,
mant002,16,1.1,cm,1,
mant002,17,1.4,cm,1,
mant002,18,1.5,cm,1,
mant002,19,1.1,cm,1,
mant002,20,9.3,1 cm,1,
mant003,1,6.6,cm,1,
mant003,2,6.5,cm,1,
mant003,3,6.7,cm,1,
mant003,4,5.9,cm,1,
mant003,5,7.5,cm,1,
mant003,6,6.5,cm,1,
mant003,7,6.9,cm,1,
mant003,8,6.5,cm,1,
mant003,9,7,cm,1,
mant003,10,7,cm,1,
mant003,11,6.4,cm,1,
mant003,12,7,cm,1,
mant003,13,6.5,cm,1,
mant003,14,6.6,cm,1,
mant003,15,6.1,cm,1,
mant003,16,6.5,cm,1,
mant003,17,6.7,cm,1,
mant003,18,6.3,cm,1,
mant003,19,7.7,cm,1,
mant003,20,9.3,cm,1,
mant004,1,2.7,cm,1,
mant004,2,8.9,1 cm,1,
mant004,3,8.6,1 cm,1,
mant004,4,2.8,cm,1,
mant004,5,2.3,cm,1,
mant004,6,8.3,1 cm,1,
mant004,7,8.1,1 cm,1,
mant004,8,7.5,1 cm,1,
mant004,9,7.7,1 cm,1,
mant004,10,8.1,1 cm,1,
mant005,1,2.6,cm,1,
mant005,2,2.1,cm,1,
mant005,3,1.6,cm,1,
mant005,4,9.3,1 cm,1,
mant005,5,1.9,cm,1,
mant005,6,2.3,cm,1,
mant005,7,1.9,cm,1,
mant005,8,9.2,1 cm,1,
mant005,9,1.6,cm,1,
mant006,1,5.8,cm,1,
mant006,2,2.4,cm,1,
mant006,3,2.5,cm,1,
mant006,4,4.5,cm,1,
mant006,5,5.4,cm,1,
mant006,6,2.1,cm,1,
mant006,7,2.2,cm,1,
mant006,8,1.2,cm,1,
mant006,9,2.2,cm,1,
mant006,10,3.6,cm,1,
mant006,11,5.8,cm,1,
mant006,12,1.7,cm,1,
mant006,13,5.3,cm,1,
mant007,1,1.2,cm,1,
mant007,2,1.8,cm,1,
mant007,3,3.4,cm,1,
mant007,4,1.2,cm,1,
mant007,5,1.1,cm,1,
mant007,6,2.2,cm,1,
mant007,7,9.6,1 cm,1,
mant007,8,1.1,cm,1,
mant007,9,1.1,cm,1,
mant007,10,2,cm,1,
mant007,11,1.5,cm,1,
mant007,12,1.5,cm,1,
mant007,13,10,1 cm,1,
mant007,14,9.4,1 cm,1,
mant007,15,1,cm,1,
mant007,16,9.7,1 cm,1,
mant007,17,9.3,1 cm,1,
mant007,18,9.3,1 cm,1,
mant007,19,1.1,cm ,1,
mant007,20,9.1,cm,1,
mant008,1,6.1,cm,1,
mant008,2,6,cm,1,
mant008,3,6.1,cm,1,
mant009,1,1.7,cm,1,
mant009,2,2.1,cm,1,
mant009,3,3.2,cm,1,
mant009,4,1.3,cm,1,
mant010,1,7,cm,1,
mant010,2,7.1,cm,1,
mant010,3,6.5,cm,1,
mant010,4,7.5,cm,1,
mant010,5,6.6,cm,1,
mant011,1,4.6,cm,1,
mant011,2,7,cm,1,
mant011,3,2.2,cm,1,
mant011,4,5.9,cm,1,
mant011,5,4.3,cm,1,
mant011,6,4.7,cm,1,
mant011,7,3.2,cm,1,
mant011,8,3.3,cm,1,
mant012,1,6.4,cm,1,
mant012,2,5.3,cm,1,
mant012,3,6,cm,1,
mant013,1,3.1,cm,1,
mant013,2,2.9,cm,1,
mant013,3,2.9,cm,1,
mant014,1,1.2,cm,1,
mant014,2,1.3,cm,1,
mant014,3,1.7,cm,1,
mant014,4,1.6,cm,1,
aran001,1,7.5,1 cm,1,
aran001,2,7.2,"0,5 cm",0.5,
aran001,3,5.7,1 cm,1,
aran001,4,9.3,"0,5 cm",0.5,
aran001,5,1.1,cm,1,
aran001,6,6.8,"0,5 cm",0.5,
aran001,7,8.6,"0,5 cm",0.5,
aran001,8,9.2,"0,5 cm",0.5,
aran001,9,7.7,1 cm,1,
aran001,10,9.3,"0,5 cm",0.5,
aran001,11,7.2,1 cm,1,
aran001,12,5.3,1 cm,1,
aran001,13,6.1,1 cm,1,
aran001,14,7.8,1 cm,1,
aran001,15,7.9,"0,5 cm",0.5,
aran001,16,6,1 cm,1,
aran001,17,7.5,"0,5 cm",0.5,
aran001,18,6.8,1 cm,1,
aran001,19,7.9,"0,5 cm",0.5,
aran001,20,9.9,"0,5 cm",0.5,
aran002,1,6.9,1 cm,1,
aran002,2,7.2,1 cm,1,
aran002,3,6.6,1 cm,1,
aran002,4,5.1,1 cm,1,
aran002,5,5.3,1 cm,1,
aran002,6,5.7,1 cm,1,
aran002,7,6.6,1 cm,1,
aran002,8,5.6,1 cm,1,
aran002,9,4.8,"0,5 cm",0.5,
aran002,10,5.3,1 cm,1,
aran002,11,5.6,1 cm,1,
aran002,12,6.4,1 cm,1,
aran003,1,6.2,1 cm,1,
aran003,2,6.5,1 cm,1,
aran003,3,6,1 cm,1,
aran003,4,8.8,1 cm,1,
aran003,5,6.6,"0,5 cm",0.5,
aran003,6,6.6,1 cm,1,
aran003,7,6.6,"0,5 cm",0.5,
aran003,8,8.9,"0,5 cm",0.5,
aran003,9,7.2,1 cm,1,
aran003,10,7,1 cm,1,
aran003,11,7.6,"0,5 cm",0.5,
aran003,12,5.8,1 cm,1,
aran003,13,6.5,1 cm,1,
aran003,14,6.2,1 cm,1,
aran003,15,9.2,"0,5 cm",0.5,
aran003,16,5.4,1 cm,1,
aran003,17,7.4,"0,5 cm",0.5,
aran003,18,8.6,1 cm,1,
aran003,19,5.5,1 cm,1,
aran003,20,7.9,1 cm,1,
aran004,1,6.2,1 cm,1,
aran004,2,8,"0,5 cm",0.5,
aran004,3,6,1 cm,1,
aran004,4,6,1 cm,1,
aran004,5,6,1 cm,1,
aran004,6,6.9,1 cm,1,
aran004,7,5.2,1 cm,1,
aran004,8,5.3,1 cm,1,
aran004,9,7.2,"0,5 cm",0.5,
aran004,10,8.7,"0,5 cm",0.5,
aran005,1,9.5,"0,5 cm",0.5,
aran005,2,6.3,1 cm,1,
aran005,3,7.6,1 cm,1,
aran005,4,7.5,1 cm,1,
aran005,5,7.4,1 cm,1,
aran005,6,7.3,"0,5 cm",0.5,
aran005,7,8.3,"0,5 cm",0.5,
aran005,8,9.7,1 cm,1,
aran005,9,6.3,1 cm,1,
aran005,10,8.4,1 cm,1,
aran005,11,8,1 cm,1,
aran005,12,9.7,1 cm,1,
aran005,13,9.9,1 cm,1,
aran005,14,6.2,1 cm,1,
aran006,1,5,1 cm,1,
aran006,2,8.7,"0,5 cm",0.5,
aran006,3,5.9,1 cm,1,
aran006,4,5.3,1 cm,1,
aran006,5,5.8,1 cm,1,
aran006,6,6,1 cm,1,
aran006,7,6.8,1 cm,1,
aran006,8,7.2,1 cm,1,
aran006,9,6.2,1 cm,1,
aran006,10,6.2,1 cm,1,
aran006,11,6.1,1 cm,1,
aran006,12,6.6,1 cm,1,
aran006,13,7,1 cm,1,
aran006,14,6.4,1 cm,1,
aran006,15,6.1,1 cm,1,
aran006,16,6.4,1 cm,1,
aran006,17,5.7,1 cm,1,
aran006,18,5.6,1 cm,1,
aran006,19,9,"0,5 cm",0.5,
aran006,20,7.2,1 cm,1,
aran007,1,8.2,"0,5 cm",0.5,
aran007,2,1.2,cm,1,
aran007,3,8.3,1 cm,1,
aran007,4,5.7,1 cm,1,
aran007,5,9.5,1 cm,1,
aran007,6,10,1 cm,1,
aran007,7,9.9,1 cm,1,
aran008,1,8,1 cm,1,
aran008,2,1.1,cm,1,
aran008,3,10,1 cm,1,
aran008,4,6,1 cm,1,
aran008,5,9.4,"0,5 cm",0.5,
aran008,6,8.1,"0,5 cm",0.5,
aran008,7,5.4,"0,5 cm",0.5,
aran008,8,9,"0,5 cm",0.5,
aran008,9,1.3,cm,1,
aran008,10,7,1 cm,1,
aran008,11,7.2,"0,5 cm",0.5,
aran008,12,7.6,1 cm,1,
aran008,13,7.6,1 cm,1,
aran008,14,6.1,1 cm,1,
aran008,15,7,"0,5 cm",0.5,
aran008,16,8.9,"0,5 cm",0.5,
aran008,17,7,"0,5 cm",0.5,
aran008,18,7.6,"0,5 cm",0.5,
aran008,19,7.1,1 cm,1,
aran008,20,1.1,cm,1,
aran009,1,7.2,1 cm,1,
aran009,2,7.2,"0,5 cm",0.5,
aran009,3,8.6,1 cm,1,
aran009,4,5.9,1 cm,1,
aran009,5,8.6,"0,5 cm",0.5,
aran009,6,8.2,1 cm,1,
aran009,7,7.6,1 cm,1,
aran009,8,8.8,"0,5 cm",0.5,
aran009,9,1.2,cm,1,
aran009,10,8,"0,5 cm",0.5,
aran009,11,1.1,cm,1,
aran009,12,5.4,1 cm,1,
aran009,13,7,1 cm,1,
aran009,14,8.6,1 cm,1,
aran009,15,5.6,"0,5 cm",0.5,
aran009,16,8.4,"0,5 cm",0.5,
aran009,17,9.4,1 cm,1,
aran009,18,7.7,1 cm,1,
aran009,19,5,1 cm,1,
aran009,20,9.2,1 cm,1,
aran010,1,7.4,"0,5 cm",0.5,
aran010,2,7.6,"0,5 cm",0.5,
aran010,3,5.4,"0,5 cm",0.5,
aran010,4,10.3,"0,5 cm",0.5,
aran010,5,5,"0,5 cm",0.5,
aran010,6,8.9,"0,5 cm",0.5,
aran010,7,7.6,"0,5 cm",0.5,
aran011,1,6.5,1 cm,1,
aran011,2,5.2,1 cm,1,
aran011,3,8.5,"0,5 cm",0.5,
aran011,4,6.4,"0,5 cm",0.5,
aran011,5,5.4,1 cm,1,
aran011,6,7.5,"0,5 cm",0.5,
aran011,7,6.7,"0,5 cm",0.5,
aran011,8,8.1,1 cm,1,
aran011,9,8.9,"0,5 cm",0.5,
aran011,10,5.6,1 cm,1,
aran011,11,5,1 cm,1,
aran011,12,7.1,1 cm,1,
aran011,13,6.1,1 cm,1,
aran011,14,5.3,"0,5 cm",0.5,
aran011,15,9.6,"0,5 cm",0.5,
aran011,16,5.7,1 cm,1,
aran011,17,5.5,1 cm,1,
aran011,18,5.7,1 cm,1,
aran011,19,7.5,1 cm,1,
aran011,20,5.5,1 cm,1,
aran012,1,5.9,1 cm,1,
aran012,2,8.3,"0,5 cm",0.5,
aran012,3,7.4,"0,5 cm",0.5,
aran012,4,9.9,"0,5 cm",0.5,
aran012,5,8,"0,5 cm",0.5,
aran012,6,4.7,"0,5 cm",0.5,
aran012,7,4.8,"0,5 cm",0.5,
aran012,8,6.8,"0,5 cm",0.5,
aran012,9,5.4,1 cm,1,
aran012,10,7.4,"0,5 cm",0.5,
aran013,1,8.5,1 cm,1,
aran013,2,8.8,1 cm,1,
aran013,3,9.1,1 cm,1,
aran013,4,10,1 cm,1,
aran013,5,1.1,cm,1,
aran013,6,9.5,1 cm,1,
aran013,7,7,1 cm,1,
aran013,8,9.8,1 cm,1,
aran013,9,1,cm,1,
aran014,1,8,1 cm,1,
aran014,2,7.5,1 cm,1,
aran014,3,8.4,1 cm,1,
aran014,4,8,1 cm,1,
aran014,5,8.4,1 cm,1,
aran014,6,8.5,1 cm,1,
aran014,7,8.3,1 cm,1,
aran014,8,8,1 cm,1,
aran014,9,9,1 cm,1,
aran014,10,7.8,1 cm,1,
aran014,11,8.3,1 cm,1,
aran014,12,7.7,1 cm,1,
aran014,13,7.2,1 cm,1,
aran014,14,8.7,1 cm,1,
aran014,15,8.5,1 cm,1,
aran014,16,7.5,1 cm,1,
aran014,17,7.9,1 cm,1,
aran014,18,9.7,1 cm,1,
aran014,19,9.1,1 cm,1,
aran014,20,8.7,1 cm,1,
aran015,1,7,"0,5 cm",0.5,
aran015,2,4.7,"0,5 cm",0.5,
aran015,3,5.6,"0,5 cm",0.5,
aran015,4,7.1,"0,5 cm",0.5,
aran015,5,4.9,"0,5 cm",0.5,
aran015,6,5.6,"0,5 cm",0.5,
aran015,7,8.3,"0,5 cm",0.5,
aran015,8,7.4,"0,5 cm",0.5,
aran015,9,6.6,"0,5 cm",0.5,
aran015,10,8.6,"0,5 cm",0.5,
aran015,11,6.1,"0,5 cm",0.5,
aran015,12,5.8,"0,5 cm",0.5,
aran015,13,6.8,"0,5 cm",0.5,
aran015,14,8.5,"0,5 cm",0.5,
aran015,15,5.6,"0,5 cm",0.5,
aran015,16,7.6,"0,5 cm",0.5,
aran015,17,6.8,"0,5 cm",0.5,
aran015,18,6.4,"0,5 cm",0.5,
aran015,19,5.7,"0,5 cm",0.5,
aran015,20,4.4,"0,5 cm",0.5,
aran016,1,5.6,1 cm,1,
aran016,2,6,1 cm,1,
aran016,3,5.9,1 cm,1,
aran016,4,9.4,"0,5 cm",0.5,
aran016,5,8.4,"0,5 cm",0.5,
aran016,6,9.3,"0,5 cm",0.5,
aran016,7,7.2,1 cm,1,
aran016,8,5.6,1 cm,1,
aran016,9,6.5,1 cm,1,
aran016,10,5.4,1 cm,1,
aran016,11,8.4,"0,5 cm",0.5,
aran016,12,6.3,1 cm,1,
aran016,13,8.8,"0,5 cm",0.5,
aran017,1,7.7,1 cm,1,
aran017,2,5.8,1 cm,1,
aran017,3,5.3,1 cm,1,
aran017,4,10.2,1 cm,1,
aran017,5,5.6,1 cm,1,
aran017,6,5.4,1 cm,1,
aran017,7,8,"0,5 cm",0.5,
aran017,8,9.6,"0,5 cm",0.5,
aran017,9,7.3,1 cm,1,
aran018,1,6.5,"0,5 cm",0.5,
aran018,2,7.2,1 cm,1,
aran018,3,6.7,"0,5 cm",0.5,
aran018,4,4.5,"0,5 cm",0.5,
aran018,5,6.1,"0,5 cm",0.5,
aran018,6,5.7,1 cm,1,
aran018,7,6.6,1 cm,1,
aran018,8,7.3,"0,5 cm",0.5,
aran019,1,8.9,"0,5 cm",0.5,
aran019,2,6.7,"0,5 cm",0.5,
aran019,3,6.1,1 cm,1,
aran019,4,6,1 cm,1,
aran019,5,7.8,"0,5 cm",0.5,
aran019,6,7.7,"0,5 cm",0.5,
aran019,7,6.1,1 cm,1,
aran019,8,7.2,"0,5 cm",0.5,
aran019,9,6.1,1 cm,1,
aran019,10,7.6,"0,5 cm",0.5,
aran019,11,5.4,1 cm,1,
aran019,12,4.6,"0,5 cm",0.5,
aran019,13,7.1,"0,5 cm",0.5,
aran019,14,7.5,"0,5 cm",0.5,
aran019,15,6,1 cm,1,
aran019,16,8.9,"0,5 cm",0.5,
aran019,17,9.7,"0,5 cm",0.5,
aran019,18,5.3,1 cm,1,
aran019,19,9.5,"0,5 cm",0.5,
aran019,20,5.5,"0,5 cm",0.5,
aran020,1,6.5,"0,5 cm",0.5,
aran020,2,6.6,"0,5 cm",0.5,
aran020,3,5.6,"0,5 cm",0.5,
aran020,4,6.5,"0,5 cm",0.5,
aran020,5,6.7,"0,5 cm",0.5,
aran020,6,5.3,"0,5 cm",0.5,
aran020,7,5.7,"0,5 cm",0.5,
aran020,8,4.5,"0,5 cm",0.5,
aran020,9,4.4,"0,5 cm",0.5,
aran020,10,7.1,"0,5 cm",0.5,
aran020,11,4.7,"0,5 cm",0.5,
aran020,12,5.6,"0,5 cm",0.5,
aran020,13,4.6,"0,5 cm",0.5,
aran021,1,4.5,"0,5 cm",0.5,
aran021,2,6.5,1 cm,1,
aran021,3,6.8,"0,5 cm",0.5,
aran021,4,5.6,1 cm,1,
aran021,5,7.4,"0,5 cm",0.5,
aran021,6,8,"0,5 cm",0.5,
aran021,7,6.6,"0,5 cm",0.5,
aran021,8,5.4,1 cm,1,
aran021,9,8.6,"0,5 cm",0.5,
aran021,10,6.8,"0,5 cm",0.5,
aran021,11,8.7,"0,5 cm",0.5,
aran021,12,7.4,"0,5 cm",0.5,
aran021,13,7,"0,5 cm",0.5,
aran021,14,7.9,1 cm,1,
aran021,15,7,1 cm,1,
aran021,16,7.4,"0,5 cm",0.5,
aran021,17,7.9,"0,5 cm",0.5,
aran021,18,10,"0,5 cm",0.5,
aran021,19,8.8,"0,5 cm",0.5,
aran021,20,8.5,"0,5 cm",0.5,
aran022,1,6.2,1 cm,1,
aran022,2,8.9,"0,5 cm",0.5,
aran022,3,6.4,"0,5 cm",0.5,
aran022,4,9.1,"0,5 cm",0.5,
aran022,5,6.9,"0,5 cm",0.5,
aran022,6,6.5,"0,5 cm",0.5,
aran022,7,8.1,"0,5 cm",0.5,
aran022,8,6,"0,5 cm",0.5,
aran022,9,4.9,"0,5 cm",0.5,
aran022,10,8.3,"0,5 cm",0.5,
aran022,11,4.8,"0,5 cm",0.5,
aran022,12,5.9,"0,5 cm",0.5,
aran022,13,8.9,"0,5 cm",0.5,
aran022,14,5.6,1 cm,1,
aran022,15,5.9,1 cm,1,
aran022,16,9.2,"0,5 cm",0.5,
aran022,17,8.4,"0,5 cm",0.5,
aran022,18,8,"0,5 cm",0.5,
aran022,19,6.7,"0,5 cm",0.5,
aran022,20,3.8,"0,5 cm",0.5,
aran023,1,4.6,"0,5 cm",0.5,
aran023,2,7.5,"0,5 cm",0.5,
aran023,3,3.4,"0,5 cm",0.5,
aran023,4,6,"0,5 cm",0.5,
aran023,5,4.8,"0,5 cm",0.5,
aran023,6,4.9,"0,5 cm",0.5,
aran023,7,5.5,"0,5 cm",0.5,
aran023,8,5.5,"0,5 cm",0.5,
aran023,9,4.9,"0,5 cm",0.5,
aran023,10,5.1,"0,5 cm",0.5,
aran024,1,5.9,"0,5 cm",0.5,
aran024,2,6.5,"0,5 cm",0.5,
aran024,3,7.2,1 cm,1,
aran024,4,9.7,"0,5 cm",0.5,
aran024,5,6.8,"0,5 cm",0.5,
aran024,6,8,"0,5 cm",0.5,
aran024,7,9.2,"0,5 cm",0.5,
aran024,8,5.8,1 cm,1,
aran024,9,8.4,"0,5 cm",0.5,
aran024,10,6.3,"0,5 cm",0.5,
aran024,11,6,1 cm,1,
aran024,12,6.3,1 cm,1,
aran024,13,7.1,"0,5 cm",0.5,
aran024,14,7.8,"0,5 cm",0.5,
aran024,15,7.1,"0,5 cm",0.5,
aran024,16,5.6,1 cm,1,
aran024,17,7.9,"0,5 cm",0.5,
aran024,18,6.3,1 cm,1,
aran024,19,5.5,1 cm,1,
aran024,20,5.9,1 cm,1,
aran025,1,6.3,1 cm,1,
aran025,2,7.6,1 cm,1,
aran025,3,8.1,1 cm,1,
aran025,4,5.9,1 cm,1,
aran025,5,9.8,1 cm,1,
aran025,6,7.5,1 cm,1,
aran025,7,5.1,1 cm,1,
aran025,8,8.6,"0,5 cm",0.5,
aran025,9,7.8,"0,5 cm",0.5,
aran025,10,6.1,1 cm,1,
aran025,11,9.1,1 cm,1,
aran025,12,6.3,1 cm,1,
aran025,13,8.8,1 cm,1,
aran025,14,5.8,1 cm,1,
aran025,15,7.8,1 cm,1,
aran025,16,5,1 cm,1,
aran025,17,8.4,"0,5 cm",0.5,
aran025,18,6.7,1 cm,1,
aran025,19,9.2,1 cm,1,
aran025,20,7.6,1 cm,1,
aran026,1,7.4,"0,5 cm",0.5,
aran026,2,9.5,"0,5 cm",0.5,
aran027,1,6.8,"0,5 cm",0.5,
aran028,1,5.9,"0,5 cm",0.5,
aran028,2,4.5,"0,5 cm",0.5,
aran028,3,4.9,"0,5 cm",0.5,
aran029,1,7.1,"0,5 cm",0.5,
aran029,2,9.5,"0,5 cm",0.5,
aran029,3,7.5,"0,5 cm",0.5,
aran029,4,6.6,1 cm,1,
aran029,5,5.5,1 cm,1,
aran029,6,6.1,1 cm,1,
aran030,1,3,cm,1,
aran030,2,4,cm,1,
aran031,1,6.9,1 cm,1,
aran031,2,6.4,1 cm,1,
aran031,3,7.3,1 cm,1,
aran031,4,8.1,1 cm,1,
aran031,5,8.2,1 cm,1,
aran031,6,6.8,1 cm,1,
aran031,7,7.2,1 cm,1,
aran032,1,5.4,1 cm,1,
aran032,2,3.7,"0,5 cm",0.5,
aran032,3,8.1,"0,5 cm",0.5,
aran032,4,8.2,"0,5 cm",0.5,
aran032,5,6.7,"0,5 cm",0.5,
aran032,6,9.3,"0,5 cm",0.5,
aran032,7,9.3,"0,5 cm",0.5,
aran032,8,8.3,"0,5 cm",0.5,
aran032,9,8.8,"0,5 cm",0.5,
aran032,10,9.6,"0,5 cm",0.5,
aran032,11,8.4,"0,5 cm",0.5,
aran032,12,8.5,"0,5 cm",0.5,
aran032,13,10,"0,5 cm",0.5,
aran032,14,5.4,1 cm,1,
aran032,15,9.2,"0,5 cm",0.5,
aran032,16,9.1,"0,5 cm",0.5,
aran032,17,6.4,"0,5 cm",0.5,
aran032,18,9.2,"0,5 cm",0.5,
aran032,19,7.6,"0,5 cm",0.5,
aran032,20,9.3,"0,5 cm",0.5,
aran033,1,8.8,1 cm,1,
aran032,2,5.4,1 cm,1,
